OACI,CIAD,Nome,Municipio,UF,Tipo
SWPN,MT0476,Pesqueiro Pantanal,SANTO ANTÔNIO DO LEVERGER,MT,Privado
SNSL,BA0241,Fazenda São Luiz,TAGUATINGA,TO,Privado
SIOV,MT0114,Municipal de Vera,VERA,MT,Privado
SJQQ,PA0075,Fazenda Terra Alta,PORTEL,PA,Privado
SWIV,PA0142,Águia Branca do Parú,ALMEIRIM,PA,Privado
SBQP,PI0079,Fazenda Três Santos,URUÇUÍ,PI,Privado
SWRB,RS0130,Fazenda Santa Rita,CAMPINAS DO SUL,RS,Privado
SIEG,MG0096,Fazenda Chapadão,GUARDA-MOR,MG,Privado
SWYM,MT0438,Fazenda Anhanguera,CONQUISTA D'OESTE,MT,Privado
SIRD,RS0067,Gaelo,CHARQUEADAS,RS,Privado
SSEN,MT0609,Bainho de Baixo,BARÃO DE MELGAÇO,MT,Privado
SJZM,MS0198,Fazenda Santa Clara ,RIO VERDE DE MATO GROSSO,MS,Privado
SIWB,MS0136,Fazenda Sperafico,AMAMBAI,MS,Privado
SBQK,PA0246,Fazenda Mundial,SÃO FÉLIX DO XINGU,PA,Privado
SWOY,MS0390,Fazenda Santa Rita I,PEDRO GOMES,MS,Privado
SJKQ,RR0038,Caramambatai (Mapae),UIRAMUTÃ,RR,Privado
SNOW,SP0232,Fazenda Turmalina,RANCHARIA,SP,Privado
SSMV,SP0251,Fazenda Boa Vista,PIRASSUNUNGA,SP,Privado
SDHC,SP0105,Fazenda Koga,GETULINA,SP,Privado
SSUW,PR0092,Fazenda Palmeiras,CENTENÁRIO DO SUL,PR,Privado
SWHM,MS0376,Lobo Agropecuária,ALCINÓPOLIS,MS,Privado
SDRZ,MS0051,Fazenda Vó Zita do Rio Vermelho,CORUMBÁ,MS,Privado
SWRP,MT0389,Teles Pires Lodge,APIACÁS,MT,Privado
SSAO,BA0149,Fazenda Olhos D'Água,BAIXA GRANDE,BA,Privado
SJKX,RR0044,Cutia,UIRAMUTÃ,RR,Privado
SIIK,MS0087,Fazenda Santa Lídia,RIBAS DO RIO PARDO,MS,Privado
SBUY,AM0025,Urucu,COARI,AM,Privado
SBOE,MT0679,Fazenda Americana,QUERÊNCIA,MT,Privado
SBOU,MT0667,Fazenda São Jerônimo,NOVA CANAÃ DO NORTE,MT,Privado
SWWI,MT0423,Fazenda Fortaleza,TESOURO,MT,Privado
SWRM,RO0036,FAZENDA REMANSO,CACOAL,RO,Privado
SJLE,RR0048,Halikato-u,ALTO ALEGRE,RR,Privado
SDMA,SP0120,Muraro,ITUPEVA,SP,Privado
SWCE,BA0173,Fazenda Centúria Austrália,FORMOSA DO RIO PRETO,BA,Privado
SDHR,MS0033,Fazenda União,PORTO MURTINHO,MS,Privado
SIHA,RS0061,Agropecuária São Bernardo,SÃO MIGUEL DAS MISSÕES,RS,Privado
SD6X,RR0119,Malboro,BOA VISTA,RR,Privado
SWPE,MT0378,Fazenda Lagoa da Mata,CARLINDA,MT,Privado
SIIS,PR0044,Fazenda Uberaba,ALTO PARAÍSO,PR,Privado
SSPA,TO0057,Fazenda Marajoara,CARIRI DO TOCANTINS,TO,Privado
SDOI,SP0130,Centro Nacional de Pára-Quedismo,BOITUVA,SP,Privado
SILI,PI0021,Fazenda Santa Clara,BOM JESUS,PI,Privado
SIFX,PA0045,Fazenda  Patropi,SÃO FÉLIX DO XINGU,PA,Privado
SDPX,RR0012,Nova Vitória,PACARAIMA,RR,Privado
SSJG,MS0289,Fazenda Santa Ana,PORTO MURTINHO,MS,Privado
SNRS,MT0683,Fazenda Canoeiro,COCALINHO,MT,Privado
SDZN,RR0029,Warogarem,UIRAMUTÃ,RR,Privado
SWFA,GO0121,Fazenda Pamplona,CRISTALINA,GO,Privado
SNES,MT0247,Fazenda Saltos do Poente,SANTO ANTÔNIO DO LEVERGER,MT,Privado
SWWP,GO0147,Fazenda Pontal,CORUMBAÍBA,GO,Privado
SJGI,MT0173,Fazenda Itiquira,ITIQUIRA,MT,Privado
SIFW,MS0084,Fazenda São Lourenço,CORUMBÁ,MS,Privado
SWCP,SP0272,Pontal,PONTAL,SP,Privado
SIDS,MS0071,Romaer Aviação Agrícola,ARAL MOREIRA,MS,Privado
SIOP,MT0113,Poletto,SANTA RITA DO TRIVELATO,MT,Privado
SDQX,MT0057,Fazenda Falcão,PRIMAVERA DO LESTE,MT,Privado
SIIZ,GO0050,Fazenda Iporanga,MUTUNÓPOLIS,GO,Privado
SSSI,PI0054,Fazenda Manto Verde,BAIXA GRANDE DO RIBEIRO,PI,Privado
SWYR,MT0439,Fazenda Nossa Senhora do Pilar,JAURU,MT,Privado
SJGL,GO0073,Comandante Zequinha / Grand Lake,LUZIÂNIA,GO,Privado
SJEH,SP0206,Clemente Verillo,RIBEIRÃO BONITO,SP,Privado
SSOC,PR0087,Ivaí Aeroagrícola,ENGENHEIRO BELTRÃO,PR,Privado
SIQR,MT0118,Fazenda Pioneira,QUERÊNCIA,MT,Privado
SIUA,RS0068,Águas Claras,VIAMÃO,RS,Privado
SWPF,RO0032,Fazenda Primavera,PIMENTEIRAS DO OESTE,RO,Privado
SSYB,SP0263,Fazenda Bela Manhã,SANTA CLARA D'OESTE,SP,Privado
SNRB,RS0088,FAZENDA BRASA,ROSÁRIO DO SUL,RS,Privado
SNZB,SC0036,Rancho Sumidor,RIO DO OESTE,SC,Privado
SSZS,MT0324,Fazenda Sucupira,VILA RICA,MT,Privado
SSYQ,SP0265,Fazenda Água das Pedras,ANHEMBI,SP,Privado
SBOT,MA0110,Fazenda Eldorado,MONÇÃO,MA,Privado
SJDC,TO0024,Fazenda Vale Verde,PIUM,TO,Privado
SSJW,MS0294,Fazenda Jauru,NOVA ANDRADINA,MS,Privado
SWJZ,PA0166,Sítio Primavera,ITAITUBA,PA,Privado
SITU,GO0057,Fazenda Santa Genoveva,TURVELÂNDIA,GO,Privado
SWRL,RO0035,Fazenda Pouso Redondo,CORUMBIARA,RO,Privado
SJTG,MS0416,Fazenda Matão,PORTO MURTINHO,MS,Privado
SDMG,RR0008,HAXIU,ALTO ALEGRE,RR,Privado
SDFE,MT0035,Fazenda Pertinho do Céu,GUIRATINGA,MT,Privado
SWDW,RS0165,Fazenda Pessegueiro,PASSO FUNDO,RS,Privado
SSWM,MG0455,Fazenda Platô Azul,TIROS,MG,Privado
SBOZ,MT0606,Fazenda Arizona,CÁCERES,MT,Privado
SDBP,GO0036,Israel 2,SANTA FÉ DE GOIÁS,GO,Privado
SSDU,MT0286,Fazenda Duas Lagoas,CÁCERES,MT,Privado
SDCL,SP0083,Fazenda Campo Alegre,CERQUEIRA CÉSAR,SP,Privado
SIEM,MT0091,Fazenda Encantado,SAPEZAL,MT,Privado
SIYF,GO0062,Fazenda São José,SERRANÓPOLIS,GO,Privado
SSHW,TO0055,Nova Esperança,RECURSOLÂNDIA,TO,Privado
SSBW,MS0252,Fazenda Boa Sorte,SIDROLÂNDIA,MS,Privado
SJEN,RS0076,Pista Plá e Silva,SANTA VITÓRIA DO PALMAR,RS,Privado
SWQJ,AP0014,COOMEJ,ALMEIRIM,PA,Privado
SWRX,MT0392,Fazenda Piracema,NOVA MUTUM,MT,Privado
SWYG,PR0100,Graciosa,PIRAQUARA,PR,Privado
SDEM,SP0094,Estância Machado,ÁLVARES MACHADO,SP,Privado
SDGV,MG0215,Conde,NOVA LIMA,MG,Privado
SNVT,SP0734,Pires do Rio,SÃO CAETANO DO SUL,SP,Privado
SDKG,SP0371,Francisco Mellão,SÃO PAULO,SP,Privado
SWHH,SP0808,Banco Santander,SÃO PAULO,SP,Privado
SWUP,SP0834,Almenat,EMBU DAS ARTES,SP,Privado
SJIH,SP0625,Grande Hotel São Pedro,ÁGUAS DE SÃO PEDRO,SP,Privado
SIHJ,RO0041,Jaru Tradição,JARU,RO,Privado
SDXH,SP0443,Gandini,ITU,SP,Privado
SWQA,SP0824,Bonini,CAMPOS DO JORDÃO,SP,Privado
SWIZ,MS0379,Fazenda 7 Reis,NOVA ALVORADA DO SUL,MS,Privado
SIER,SP0485,Cosan,PIRACICABA,SP,Privado
SDEJ,SP0093,Fazenda Guará do Pinhal,ITAPETININGA,SP,Privado
SDKY,SP0379,Hospital das Clínicas,SÃO PAULO,SP,Privado
SWNY,SP0820,Fazenda Canaã,LUÍS ANTÔNIO,SP,Privado
SIEU,SP0488,Diamante,JAÚ,SP,Privado
SJRX,SP0655,Grupamento Aéreo da Polícia Militar/ Praia Grande,PRAIA GRANDE,SP,Privado
SDJD,SP0360,Juquehy Baleia,SÃO SEBASTIÃO,SP,Privado
SDCS,BA0189,Veracel,EUNÁPOLIS,BA,Privado
SWQV,SP0826,Volkswagen,SÃO BERNARDO DO CAMPO,SP,Privado
SNBO,CE0134,Botelho Belchior,ARATUBA,CE,Privado
SJXY,RJ0122,Pirata's Mall,ANGRA DOS REIS,RJ,Privado
SDAC,SP0286,Aché,GUARULHOS,SP,Privado
SDWT,SP0442,World Trade Center,SÃO PAULO,SP,Privado
SSZM,GO0113,MIGUEL RODRIGUES DE BARROS,EDÉIA,GO,Privado
SDFQ,RJ0037,Centro Empresarial Botafogo,RIO DE JANEIRO,RJ,Privado
SDVB,SP0434,INA Brasil,SOROCABA,SP,Privado
SNHL,SP0703,Ama,ARUJÁ,SP,Privado
SIRE,MG0232,Fazenda Retiro da Lagoa,PARAOPEBA,MG,Privado
SJER,GO0070,Fazenda Canadá,ACREÚNA,GO,Privado
SSZZ,BA0226,SESC,ITAPARICA,BA,Privado
SSUN,SP0783,Terminal Petrobrás de Guarulhos,GUARULHOS,SP,Privado
SBQJ,PR0155,Osvaldo de Carvalho,IBAITI,PR,Privado
SNMP,SP0882,Hospital Alvorada Moema,SÃO PAULO,SP,Privado
SWSZ,MT0404,Fazenda Santa Luzia,NOVA BANDEIRANTES,MT,Privado
SIUP,PR0112,Pousada Fazenda Virá,TEIXEIRA SOARES,PR,Privado
SIFL,SC0049,FIESC,FLORIANÓPOLIS,SC,Privado
SSJN,SP0754,Fazenda Santa Helena,BRAGANÇA PAULISTA,SP,Privado
SJ67,MG0507,CEDRO AGROPEC,FRANCISCO DUMONT,MG,Privado
SJFE,BA0202,Condomínio Jacumã Ocean Resort,PORTO SEGURO,BA,Privado
SDFA,RJ0035,Frade 1,ANGRA DOS REIS,RJ,Privado
SIGR,PE0027,Asa Branca,GRAVATÁ,PE,Privado
SJQM,MA0064,Fazenda Valor,IGARAPÉ DO MEIO,MA,Privado
SIQN,CE0037,Chica Doce,PINDORETAMA,CE,Privado
SWPJ,SP0850,Fazenda Santo Antônio,MOGI MIRIM,SP,Privado
SJSW,SP0659,Colinas Shopping,SÃO JOSÉ DOS CAMPOS,SP,Privado
SDYK,RJ0065,Tower 2000,NITERÓI,RJ,Privado
SSHO,PB0019,Hospital Santa Rita,SANTA RITA,PB,Privado
SJYE,RR0089,Água Fria,UIRAMUTÃ,RR,Privado
SJVH,CE0046,Condomínio Mansão Macedo,FORTALEZA,CE,Privado
SIDC,RJ0070,Sítio Sobradinho,PARATY,RJ,Privado
SNMG,CE0052,Miguel Dias I,FORTALEZA,CE,Privado
SJXH,PE0065,Grupo Petrópolis Itapissuma,ITAPISSUMA,PE,Privado
SWVA,BA0236,Hospital Municipal de Salvador,SALVADOR,BA,Privado
SDPS,SP0406,Hospital Estadual Mário Covas,SANTO ANDRÉ,SP,Privado
SJHS,MG0122,Fazenda São Vicente,UBERLÂNDIA,MG,Privado
SDEH,AM0056,Hospital Zona Norte,MANAUS,AM,Privado
SDOH,SP0395,Pedreira Pau Pedra,GUARULHOS,SP,Privado
SWMF,SP0816,Higienópolis Medical Center,SÃO PAULO,SP,Privado
SJEI,SP0613,New England,SÃO PAULO,SP,Privado
SJWU,MA0066,Dimensão Indústria,SÃO LUÍS,MA,Privado
SJZY,SP0688,Centro Administrativo Rio Negro,BARUERI,SP,Privado
SINB,SP0531,Tubarão,ILHABELA,SP,Privado
SIHR,ES0017,Vilacóptero II,VILA VELHA,ES,Privado
SJNT,SP0637,GF Taxi Aéreo,GUARUJÁ,SP,Privado
SNZI,SP0741,Helvétia,INDAIATUBA,SP,Privado
SI9M,MG0561,FAZENDA SÃO MATEUS,BRASILÂNDIA DE MINAS,MG,Privado
SJXU,DF0006,Fazenda Coperbrás,BRASÍLIA,DF,Privado
SIJV,MS0092,Fazenda Vitória,RIO VERDE DE MATO GROSSO,MS,Privado
SDQE,MT0055,Ilha do Caracará,POCONÉ,MT,Privado
SWJV,AM0047,Palmeiras do Javari,ATALAIA DO NORTE,AM,Privado
SSFN,MS0269,Fazenda Nazaré,CORUMBÁ,MS,Privado
SDUU,SP0152,Usina Califórnia,PARAPUÃ,SP,Privado
SSOW,RS0098,Aeroclube de Frederico Westphalen,FREDERICO WESTPHALEN,RS,Privado
SDUY,MT0066,Mairowy,APIACÁS,MT,Privado
SDTO,SP0147,Fazenda Cataco,UBARANA,SP,Privado
SWCC,MS0366,Candote,TRÊS LAGOAS,MS,Privado
SIXE,RS0072,Aeroclube de Eldorado do Sul,ELDORADO DO SUL,RS,Privado
SD2T,MT0641,Edson Keller,PARANATINGA,MT,Privado
SSNI,MS0308,Fazenda Novo Rumo,NAVIRAÍ,MS,Privado
SIXR,MS0506,Fazenda Santa Maria III,COXIM,MS,Privado
SIGA,MG0099,Fazenda Granja Santiago,PARACATU,MG,Privado
SIKA,MS0094,Fazenda Alegria II,AMAMBAI,MS,Privado
SNJI,MG0152,Fazenda Fortaleza de Santa Teresinha,JEQUITAÍ,MG,Privado
SNHK,MS0207,Fazenda  Caacupê,NIOAQUE,MS,Privado
SJYG,RR0091,Alto Mucajaí,ALTO ALEGRE,RR,Privado
SJZG,TO0035,Fazenda São Geraldo,CASEARA,TO,Privado
SSGX,SP0246,Guacho,SANTA CRUZ DO RIO PARDO,SP,Privado
SJRW,MS0182,PCH - Buriti,PARAÍSO DAS ÁGUAS,MS,Privado
SJVZ,SP0219,Represa Fazenda Capão da Cruz,GUATAPARÁ,SP,Privado
SDSK,MS0053,Fazenda Dona Rosa S. Rezek,JATEÍ,MS,Privado
SSXB,SE0009,Fazenda Água Boa Maricultura,ITAPORANGA D'AJUDA,SE,Privado
SJAS,SP0203,Fazenda São Roque,REGINÓPOLIS,SP,Privado
SIBP,MT0082,Fazenda Pampa Alegre,ITIQUIRA,MT,Privado
SNTA,SP0239,Fazenda São Miguel,POMPÉIA,SP,Privado
SIEC,MS0073,Agropecuária Cachoeira,JARAGUARI,MS,Privado
SIAC,MG0089,Fazenda Paineira,SÃO SEBASTIÃO DA BELA VISTA,MG,Privado
SNLF,MT0257,Fazenda Três Flechas,VILA RICA,MT,Privado
SSFX,PR0076,Fazenda Primavera,NOVA FÁTIMA,PR,Privado
SWNF,TO0056,Franciscus,DIVINÓPOLIS DO TOCANTINS,TO,Privado
SSSU,MS0331,Fazenda Sucuri,RIO VERDE DE MATO GROSSO,MS,Privado
SNEY,MT0248,Fazenda Aguapey,PORTO ESPERIDIÃO,MT,Privado
SJQB,MS0180,Fazenda Jequitibá,NOVA ALVORADA DO SUL,MS,Privado
SJRB,MT0212,Fazenda VR,SANTA CRUZ DO XINGU,MT,Privado
SIFF,RS0059,Sunset Airfield,SÃO FRANCISCO DE PAULA,RS,Privado
SWYH,MT0436,Fazenda Aliança,ARAPUTANGA,MT,Privado
SJAZ,BA0102,Fazenda Querubim,SÃO DESIDÉRIO,BA,Privado
SSXA,MS0346,Asas do MS,FÁTIMA DO SUL,MS,Privado
SSRW,SP0257,Fazenda J Campos,PORANGABA,SP,Privado
SWNT,MT0589,Fazenda Aracagi,PEIXOTO DE AZEVEDO,MT,Privado
SDHS,MT0037,Fazenda Ouro Branco ,PORTO DOS GAÚCHOS,MT,Privado
SDOS,SP0132,Banaer,SETE BARRAS,SP,Privado
SWHO,MG0472,Fazenda Novo Horizonte,CAPITÃO ENÉAS,MG,Privado
SSJD,TO0076,Fazenda Bacaba - JEM,MIRANORTE,TO,Privado
SWGQ,MT0345,Fazenda Monte Alegre,NOVA OLÍMPIA,MT,Privado
SILZ,TO0019,Fazenda Santo Expedito IV,RIO SONO,TO,Privado
SNDI,MS0203,Fazenda Dois Irmãos,NAVIRAÍ,MS,Privado
SSDT,PA0124,Fazenda Pau D'Arco,REDENÇÃO,PA,Privado
SJSF,MS0494,Fazenda Serrana,MARACAJU,MS,Privado
SDSH,MT0060,Fazenda Shalon (antigo Serafino Ferruzzi),ALTA FLORESTA,MT,Privado
SSEQ,MA0045,Renascer,ARAME,MA,Privado
SIMG,MS0099,Fazenda Seis Palmas,PORTO MURTINHO,MS,Privado
SIAQ,MT0078,Bom Futuro,CUIABÁ,MT,Privado
SDCM,BA0069,Sete Povos,SÃO DESIDÉRIO,BA,Privado
SSIY,PA0127,Fazenda Três Irmãos,NOVO PROGRESSO,PA,Privado
SIBX,SP0172,WEM Agropecuária,BURITAMA,SP,Privado
SNME,BA0140,Costa dos Coqueiros,MATA DE SÃO JOÃO,BA,Privado
SSZD,RO0026,Zirondi,PORTO VELHO,RO,Privado
SJFA,BA0107,Norfil,SÃO DESIDÉRIO,BA,Privado
SNRA,GO0103,Nossa Senhora da Abadia,NIQUELÂNDIA,GO,Privado
SJFU,PB0013,Tabuleiro,BANANEIRAS,PB,Privado
SNOR,MS0223,Fazenda Recanto,SIDROLÂNDIA,MS,Privado
SJIF,MT0182,Grupo Scheffer,SAPEZAL,MT,Privado
SNTY,BA0051,Correntina,CORRENTINA,BA,Privado
SD8Q,SP1312,Tangará Aeroagrícola,ORLÂNDIA,SP,Privado
SSDO,BA0155,São Pedro,PORTO SEGURO,BA,Privado
SWKN,MT0360,Caramori,RESERVA DO CABAÇAL,MT,Privado
SJSM,PR0060,Chácara Marcella,GOIOERÊ,PR,Privado
SWLI,MS0433,Fazenda Santa Maria da Nhecolândia,CORUMBÁ,MS,Privado
SDOY,PA0035,Fazenda Monte Dourado,SÃO FÉLIX DO XINGU,PA,Privado
SWEX,MA0050,Boa Esperança,SANTA LUZIA,MA,Privado
SNXI,MG0168,Alberto Ramos,CORDISBURGO,MG,Privado
SWVZ,MT0422,Emal - Empresa de Mineração Aripuanã Ltda,NOBRES,MT,Privado
SIPY,PA0053,Pista Aldeia Pykatô,CUMARU DO NORTE,PA,Privado
SITR,GO0056,Fazenda Tamboril,BOM JESUS DE GOIÁS,GO,Privado
SNFT,MT0252,Fazenda Toca da Onça,UNIÃO DO SUL,MT,Privado
SDRU,SP0139,Fazenda Caramuru,INÚBIA PAULISTA,SP,Privado
SJHF,BA0111,Aníbal Azevedo Filho,MATA DE SÃO JOÃO,BA,Privado
SDEO,SP0095,Fazenda Entre Rios,IBITINGA,SP,Privado
SJRK,PA0077,Agropecuária São Roberto,SANTANA DO ARAGUAIA,PA,Privado
SSPF,PI0038,Fly Village,ALTOS,PI,Privado
SWHZ,MT0349,Fazenda Taquaruçu Retiro,CARLINDA,MT,Privado
SWMC,SP0278,Capão da Cruz,LUÍS ANTÔNIO,SP,Privado
SSWP,MG0309,Palmares,DELFINÓPOLIS,MG,Privado
SIPO,BA0094,Sebastião José Pereira,CONDEÚBA,BA,Privado
SJVK,RS0166,Pian,SÃO LOURENÇO DO SUL,RS,Privado
SWSM,MT0400,Sulina Sementes,DIAMANTINO,MT,Privado
SIWY,MS0138,Fazenda Campo Augusta,CORUMBÁ,MS,Privado
SDNI,SP0127,Nascimento I,COTIA,SP,Privado
SIVQ,SP0197,Clube de Voo Aeroquadra,QUADRA,SP,Privado
SNSU,MT0615,Fazenda Globo,SAPEZAL,MT,Privado
SWIM,GO0128,Fazenda Três Ranchos,MONTES CLAROS DE GOIÁS,GO,Privado
SJFO,GO0071,Fazenda Sorriso,MOSSÂMEDES,GO,Privado
SSLW,MS0304,Fazendas Reunidas Schlatter,CHAPADÃO DO SUL,MS,Privado
SWTD,MT0405,Fazenda Nova Agropecuária,NOVA BANDEIRANTES,MT,Privado
SSOK,PR0088,14 Bis,LONDRINA,PR,Privado
SSCA,MS0255,Fazenda Pantanal,CHAPADÃO DO SUL,MS,Privado
SSLJ,RO0052,Fazenda São Luís,PIMENTEIRAS DO OESTE,RO,Privado
SNCG,MS0201,Fazenda Cedro,CAMPO GRANDE,MS,Privado
SIHV,MT0096,Fazenda Ouro Verde,JUSCIMEIRA,MT,Privado
SJXJ,MS0191,Alimentos Dallas,NOVA ALVORADA DO SUL,MS,Privado
SWQH,MT0381,Fazenda Nova Santana,ARIPUANÃ,MT,Privado
SJUR,MT0227,Fazenda Reunidas,PARANATINGA,MT,Privado
SNHP,MS0429,Fazenda São Judas Tadeu,SANTA RITA DO PARDO,MS,Privado
SIRR,RR0031,Ecotur Univini Park,CARACARAÍ,RR,Privado
SISO,PA0056,Fazenda Santo Ambrósio,CHAVES,PA,Privado
SDYQ,MS0062,Fazenda Querência,RIO VERDE DE MATO GROSSO,MS,Privado
SWPV,PI0077,Dom Rodrigo El Manco,PIRACURUCA,PI,Privado
SNMI,BA0141,Mina Caraíba,JAGUARARI,BA,Privado
SSEG,PR0073,Sementes Guerra,RENASCENÇA,PR,Privado
SJRC,MT0213,Serra da Borda,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SJXM,MG0138,Carolina de Assis Repetto,LIMA DUARTE,MG,Privado
SNKE,MG0318,Fazenda São Francisco,MORADA NOVA DE MINAS,MG,Privado
SJJB,MS0171,Fazenda Barra Mansa,BRASILÂNDIA,MS,Privado
SJYJ,RR0093,Aratha-ú,ALTO ALEGRE,RR,Privado
SJGF,MT0172,Fazenda Irmãos Garcia,CAMPO NOVO DO PARECIS,MT,Privado
SJSJ,BA0122,Fazenda São Jorge,EUNÁPOLIS,BA,Privado
SNWD,MS0232,Fazenda Guavirá,IGUATEMI,MS,Privado
SIWR,GO0060,Fazenda Amazonas,NOVA CRIXÁS,GO,Privado
SJAF,MT0162,Santo Antônio das Furnas,SANTO ANTÔNIO DO LEVERGER,MT,Privado
SNHW,MA0037,Fazenda Agro-Maratá,SANTA LUZIA,MA,Privado
SICP,MG0093,Fazenda São Pedro,UNAÍ,MG,Privado
SDCW,SP0085,Fazenda Paloma,COLÔMBIA,SP,Privado
SSOU,MT0303,Aripuanã,ARIPUANÃ,MT,Privado
SSVW,MT0318,Fazenda Galera,CONQUISTA D'OESTE,MT,Privado
SJTF,RO0018,Fazenda Mequéns,ALTA FLORESTA D'OESTE,RO,Privado
SDDQ,BA0071,Fazenda São Francisco,RIACHÃO DAS NEVES,BA,Privado
SNIK,MT0254,Kapoto,PEIXOTO DE AZEVEDO,MT,Privado
SWIT,PR0096,Condomínio de Voo Itaipu - CVI,SANTA TEREZINHA DE ITAIPU,PR,Privado
SJHH,GO0076,Fazenda Poruína,SERRANÓPOLIS,GO,Privado
SSRM,PA0130,Fazenda Santos Reis,RIO MARIA,PA,Privado
SDMV,SP0123,Fazenda Morro Vermelho,JAÚ,SP,Privado
SNUP,AL0011,Usina Porto Rico,CAMPO ALEGRE,AL,Privado
SJYM,RR0096,Bala,PACARAIMA,RR,Privado
SBIT,GO0035,Hidrelétrica de Itumbiara,ITUMBIARA,GO,Privado
SJNE,RR0085,Wapum,CARACARAÍ,RR,Privado
SNNN,MG0316,Fazenda Buriti II,ARINOS,MG,Privado
SJYD,RO0020,Fazenda Kajussol,SANTA LUZIA D'OESTE,RO,Privado
SDLO,BA0074,Cav. Lav. Fabio Perini,CAIRU,BA,Privado
SWSX,PA0150,Xinguara,XINGUARA,PA,Privado
SDQN,BA0077,FAZENDA PALMARES 2,BARREIRAS,BA,Privado
SSWO,MT0321,Fazenda Santa Paula,COMODORO,MT,Privado
SDB9,MT0703,Fazenda São Marcelo,JURUENA,MT,Privado
SSYL,MA0076,Fazenda Patrol,PARNARAMA,MA,Privado
SSTS,MT0314,Soteco,CÁCERES,MT,Privado
SJAR,GO0066,Fazenda Araçatuba,NOVA CRIXÁS,GO,Privado
SJSX,GO0086,Fazenda Montana,MATRINCHÃ,GO,Privado
SIQI,RS0066,Aerolis,MOSTARDAS,RS,Privado
SWGC,MS0375,Agricenter,PONTA PORÃ,MS,Privado
SWTJ,MT0407,Fazenda Cachoeira,TANGARÁ DA SERRA,MT,Privado
SJMQ,RR0077,Santa Maria de Normandia,NORMANDIA,RR,Privado
SILN,SC0028,Aeroclube de Rio Negrinho,RIO NEGRINHO,SC,Privado
SNFI,MG0144,Fazenda São José do Paranaíba,TUPACIGUARA,MG,Privado
SNXN,PA0167,Fazenda Novo Progresso,ALTAMIRA,PA,Privado
SNNG,MG0159,Riviera,MINAS NOVAS,MG,Privado
SJTQ,MT0222,AGD,CAMPOS DE JÚLIO,MT,Privado
SDWJ,MT0071,Fazenda Protetor,CAMPO NOVO DO PARECIS,MT,Privado
SILA,MS0097,Fazenda Santa Ada,JATEÍ,MS,Privado
SIYD,MT0153,Fazenda Curitiba,COMODORO,MT,Privado
SJNI,SP0211,Fazenda Buriti,VALENTIM GENTIL,SP,Privado
SDP8,AC0010,Marechal Thaumaturgo,MARECHAL THAUMATURGO,AC,Privado
SDUR,RJ0019,Itaboraí,ITABORAÍ,RJ,Privado
SJKO,RR0036,Cararuau,NORMANDIA,RR,Privado
SNXP,MG0169,Fazenda Pontal,CARNEIRINHO,MG,Privado
SIEO,MG0097,Fazenda Mendonça,SÃO SEBASTIÃO DO OESTE,MG,Privado
SJDB,GO0197,Fazenda Santa Elisa,BRITÂNIA,GO,Privado
SWGD,PI0050,Fazenda Estrela,BAIXA GRANDE DO RIBEIRO,PI,Privado
SWEN,MT0336,Estância Recanto,ALTA FLORESTA,MT,Privado
SJLD,MT0193,Fazenda Porto do Campo,LAMBARI D'OESTE,MT,Privado
SDXO,PR0041,Fazenda Barra Grande,TOMAZINA,PR,Privado
SSYS,SP0266,Aero do Vale Miracatu,MIRACATU,SP,Privado
SIGS,GO0049,Fazenda São Francisco,MUNDO NOVO,GO,Privado
SSYK,SP0264,Fazenda Mandaçaia,BURI,SP,Privado
SSVJ,MS0341,Fazenda São João,ALCINÓPOLIS,MS,Privado
SNWK,MT0275,Fazenda Santa Terezinha,PEDRA PRETA,MT,Privado
SSVA,MS0338,Fazenda Visa Estância,LADÁRIO,MS,Privado
SWNZ,MT0648,Fazenda Jamaica,SERRA NOVA DOURADA,MT,Privado
SIEW,AM0031,Areia Branca,NOVO ARIPUANÃ,AM,Privado
SWTU,MT0410,Fazenda Tucunaré,SAPEZAL,MT,Privado
SWYW,MT0440,Fazenda Adriana,ALTO GARÇAS,MT,Privado
SICM,MS0068,Fazenda Nossa Senhora de Fátima,BRASILÂNDIA,MS,Privado
SNKY,PA0095,Fazenda Cikel,PARAGOMINAS,PA,Privado
SSQK,SP0256,Fazenda Gávea,CERQUEIRA CÉSAR,SP,Privado
SSQS,MT0312,Fazenda Brasil,BARRA DO GARÇAS,MT,Privado
SBOW,PA0248,Fazenda Agropecuária Vale do Ouro,ITAITUBA,PA,Privado
SWGV,MT0346,Fazenda Cocal II,CANARANA,MT,Privado
SISD,GO0054,Fazenda São Sebastião,APARECIDA DO RIO DOCE,GO,Privado
SDGA,MS0029,Adecoagro,ANGÉLICA,MS,Privado
SWNE,BA0183,Nelson Saldanha,NOVA VIÇOSA,BA,Privado
SSCO,RS0092,Cmt. Marilda Zaiden de Mesquita,CAPÃO DO LEÃO,RS,Privado
SWMV,RR0110,Paa-Piu,IRACEMA,RR,Privado
SSMY,PR0086,São Miguel do Iguaçu,SÃO MIGUEL DO IGUAÇU,PR,Privado
SIJU,MT0100,Fazenda Areia Branca,JUÍNA,MT,Privado
SSUT,MT0316,Usinas Itamarati,NOVA OLÍMPIA,MT,Privado
SWPC,AM0051,Pari-Cachoeira,SÃO GABRIEL DA CACHOEIRA,AM,Privado
SNTU,MT0597,Fazenda Tupã,GAÚCHA DO NORTE,MT,Privado
